all_text,overall
good giftthis was a gift for my boyfriend and he loves it he said it works perfectly so i am happy with the result,5.0
very good and fast i used this card to replace the hard disk in my old laptop so i can use it to stream netflix i installed linux ubuntu on it the card works great it is very fast and is very reliable i recommend it,5.0
worksi use this to store musicvideopictures in my phone works well for that purpose no hiccups or speed issues bueno,5.0
woa look it works and it workstransfers fast look slick as if anyone cares about that it uh transfers fast and it works actual capacity is like 319 gb sorry if you desperately needed that last 1gb,5.0
sandisk is a great producti love the ultras cause it writes fast to the card with my samsung s3 with not much time in between pics i also got one for my fuji waterproof camera and it takes a few seconds before i can take another photo but that is the limitation of the processor of the camera not the card overall i love it my computer can read them fast and videos are played back at real speed,5.0
works in my tablet greati mounted it in my tablet lenovo thinkpad 2 and it has been doing just fine and working well without any problems,5.0
works wonders for the galaxy note 2what more can i say the 64gb micro sd works for the samsung galaxy note ii i simply popped in the card and there it was with no formatting 59gb of space could not be more happier,5.0
tons of space for phonei used it with my samsung s4 and it works great i bring a lot of music and movies with me when i travel and it is great that i do not have to bring an entire hard drive or extra memory cards that can be misplaced totally worth the money,5.0
worksdoes it is expected job i use it in a dash cam video in my car and the quality is perfect,5.0
big and awesomecould not be happier it is fast works great and i did not have to risk an appendage trying to get it out of retail packaging i have been a fan of sandisk for years and this is why solid product,5.0
great dealgreat deal for a great product recommended for anyone needing to expand the memory of their portable devices comes with sd adapter for use in card readers,5.0
works with galaxy s4this works with my galaxy s4 and is fast enough to record 1080p video i would purchase again i have always had good luck with sandisk cards,4.0
died after a monthworked great in my galaxy s4 and died about 2 months later what a waste of a lot of money,1.0
extra storagegood to have an extra one for the camera or tablet holds a lot of data,5.0
it works with nooki use it to extend nooks memory not much to say it works well enough so i can forget it exists,5.0
worked finegot this to expand the memory of my sons go pro camera it does the job for much less than the box stores had it for,4.0
whats not to loveexcellent price for the amount of storage and speed i just washed this in the washing machine and was preparing to buy another after checking it for errors it came up with none needless to say i do not have to buy another but did feel compelled to write a review cheers,5.0
sandisk qualityamazon priceprice was great on amazon and now even better have the chip in my phone and it appears to work greatfast and so far no errors have been encountered,5.0
does the jobsandisk makes great products and this ones just another of them i am using it in a vehicle dash camera to record hd mov format video and on my shakedown run the camera and the disc worked perfectly together 32gb of space gives me plenty of room to record and the class 10 rating means the card is plenty fast enough to keep up and produce crisp and clear video color was also good,5.0
great sd cardim not going to give you a detailed speed and what not but this sd card is fast compared to the other ones you wouldnt really notice the difference in speed unless youre copying a huge file i use this on my note 2 and i take a butt load of pictures with my phone,5.0
besti used it and it worked fine i try to buy many of sandisk products more often but its a bit pricey,5.0
scandisk ultra 32 gb microsdhcexcellent cards i have this one in my asus transformer and a 16 gb one in my camera both work flaulessly,4.0
great add on to my phonei bought a similar one to this a little while back for a digital camera i think i should have gotten this one instead i believe it is faster i think mine was class 4 for the same price for the money i feel i have all the memory i will ever need for my smart phone same for my hd video camera,5.0
nicei just love this because i just got a new smart phone and now i am ready to do some down loading,5.0
64 gb drivedelivery was on time works perfect with my galaxy note 2 great customer service thanks for the productable to store all my music and movies on my phone now,5.0
great sd card butalot of storage for a great price only one probkem since i installed this card into my samsung galaxy note 3 about once a month or so when i turn the phone on in the morning it gets stuck in some sort of boot loop and hangs on the att logo screen my phone is stock and i have altered the software in no way granted i cannot be sure that the card is the cause of this problem but if i remove it and then boot the phone it works properly i love sandisk products and i will definitely continue to buy them just a word of warning,4.0
i forgetno problems at all using this in my samsung galaxy s i fit right in and started working i would suggest this to anyone,5.0
works very fast and perfectlyi got it and tested it block by block no issues i tested the speed in various applications and on my laptop in a good usb30 reader got no less than 4megsec and often a little over 10megsec speed will of course vary depending on all the hardware and what you are transferring,5.0
windows xp requires an updateif like me you are still happily in the stone age with windows xp your computer will not be able to use this card unless you install windows update kb955704 this update is available from microsoftcomthanks to dogg94 who pointed this out in customer questions and answers on august 6 2013 i installed this update and am now able to load gopros pictures onto my computer dogg94s answer to the customer question provides the link to the update amazon did not allow me to post the link here i do not know why just go to the microsoftcom updates site and look for kb955704 or go to the indicated question for the linkthe product description should have provided this information,5.0
you get what you pay fori have had cheaper sd cards in the past but they almost always wound up letting me down i made up my mind some time ago that i would stick with sandisk and have been completely satisfied with all my cards from them ever since this card sits in my wifes phone and is used to store all her music and pictures it has been in out close to a dozen times because i like to fiddle with stuff and as proven very durablein case anyone wants to know class 10 is the only way to go with these cards until they come out with something faster the readwrite speed is well worth the few extra bucks for my needsi also have a class 10 64 gb in my galaxy si and it is as good or better i even got it wet i mean soaked and it is still working like a charmi will definitely recommend this to anyone and will be sticking with sandisk for all my other devices,5.0
best of both worlds fast and reliableits hard to argue the quality of sandisk products and this one is no exception providing both a high capacity micro sd card and an adapter to allow it to be used in the larger sd form factor particularly nice for those of us who have a need for both,5.0
more space for note 3my wife and i just upgraded our phone to note 3 and wanted more space we had the phone for 4 days now and micro sd card works fine however i feel transfer rate is slow when transfering movies from my desktop to sd card 12gb movie will take about 1216 minutes i have pretty high end gaming pc intel i7 980x cpu 12gb memory 7870 ati graphic card 120gb ssd card 3tb hard drive for storage 1200w 80plus gold pus asus sabortooth motherboardand so on when transfering movies or file to my wd 25 inch external hard drive will take 12 minutes still satisfied since i have more than 90gb of storage on my phone,4.0
exactly what i wantedpurchased this to drop into my galaxy note ii exactly what i wantedloaded up the entirety of the card in about 18 minutes which is not super fast but very good considering the card was in the phone instead of in the computer using the include adapteri purchased this product with the worryfree packaging and was for the first time not frustrated with sandiskthe super saver shipping really sold the deal to methe price now is on par with most retailers but i got two duds from bestbuy and was good to go with the first one from amazon does not really say much about the product but gives you a bit of peace of mind when purchasing from this vendor,5.0
fasti got this not for the space but the speed class 4 is ok but class 10 is where its at copying files scanning the card cleaning caches writing files this thing grinds threw it all like nothing before it would take 2 minutes upon boot of my phone for my old class 4 32gb micro sd card would be done scanning with this its 7 seconds,5.0
works perfectly with galaxy s4from what i have read some galaxy users have had problems with microsd cards but this one works great so far lots of applications are willing to store their data on it and samsungs builtin camera is able to put its photos there instead of in the system memory so it helps free up a lot of space for applications and things that have to be in the system memory i have put all my mp3s on the card as well and they play back perfectly using both the samsung music application and google music,5.0
super fast super reliablenever had a failure with sandisk like other mfgrs i use this in my smartphone comes with an sdhc adapter when smartphone makers stop including a microsd slot i will simply use this in my camera or laptop,5.0
bought this for my gopro hero 3before doing research i assumed this card would support my brand new hero 3 camera considering it was sold off the gopro site it was a no brainer or so i thoughtanyhow the card seems to preform well under most circumstances without using the protunes settings the problems with the hero 3 where due to the slow write speed of this card under protunes settings without this setting the hero works finehowever after a few timelapse issues 2 5 sec timelapse which is well in this cards speedsi noticed the card is corrupt i tested this in other cameras and found that this problem still persists i trust sandisk as my top choice for all my professional work however this card has failedi would not recommend this expensive card id jump for a samsung or even the transcend cards they even come with a better warranty then this cardnothing but problems and lost memories that i cant replace,2.0
useful productsit is reliable sd card i always used this brand for all of my camera my smartphone and tabletfor your information,5.0
good buyitem arrived in time as promised works well with a galaxy note 101 there is nothing more to say about this product as it has been reviewed so many times it works well not a bad price at the time of ordering now it has come down yes you get the same card for lesser price from other sellers but i trust amazon for their customer service issues i prefer to pay 2 bucks more and get it from amazon rather than getting it from unfamiliar sellers,5.0
worked great for my wifes droid 3i had no problems transferring stuff over to it including 30 gb of songs it was much faster than offbrand i got this in 122012update 82013 i got my wife a new samsung galaxy s4 her old phone would only do 720p video and did not have a nice camera my wife is really into her photos so i was concerned it wouldnt keep up with the fancier camera after loading my now 33 gb of songs i got even more concerned in wouldnt keep up with the fancy new camera i bought one of the sandisk 64 gb extreme cards and was amazed at speed difference copying songs due to prior problems with generic cards i will only buy sandisk in futurenothing was wrong with the ultra card it just did not seem up to par to fully take advantage of the latestgreatest phone technology she is going to carry the old card in purse in case she fills first one,5.0
fastworks well no problems after using it for a number of months i have always found the sandisk memory cards to be reliable,4.0
how many adapters do i have nowi do not know but it is a bunch this card works great in my nook hd no problems installing or using it,5.0
great disk no issue with speedsuse it in my ainol spark and it gets great readwrite speeds dont ever use your available past 90 or you will corrupt your sd cards in a very short time so available is 29 gig and dont go over say 26 and you will likely never get a problem with it,5.0
never lets you downwe often to forget the complexity of technology that we use every day that is surely the case with purchased memory one manufacturer that has never let me down is sandisk i have used it often not exclusively and found it to be reliable quite speedy,5.0
wow wow wowpurchased this product for a new 7 garmin global positioning system the refresh rate is so much faster than on my wifes similar but smaller 5 garmin with class 4 memory,5.0
sandisk ultra 128 gb microsd card review by dalei bought two of these 128 gb microsd cards which i formatted to fat32 and i currently have about 62 gb in 350 files on each card i carry one card in my wallet and keep one in a safe deposit offsite i have been through the sandisk literature looking to see if there are any restrictions on their use other than as ordinary flash memory for file storage there are no restrictions i could find what i have found is that these 128 gb cards and a sandisk 64 gb card i bought previously cannot accept 62 gb of data written from a computer without suffering errors i have had to resort to copying no more than 13 gb of data at a time to these cards stopping then starting another 13 gb until the complete data is copied the errors actually occur early on at approximately the 2 to 3 gb point i have several other 128 gb flash memory sticks the lexar echo series as well as a hundred other lowercapacity flash memory cards and do not have this overflowerror problem with any of those to repeat there are no restrictions on the use of these memory cards example can be used only in a camera given by sandisk and given that the 62 gb of data on each card has been verified as to integrity they are not defective,3.0
outstanding very fast easy to use easy to overrightsimply excellent this is the second 32 gb ultra i have purchased for my samsung galaxy ii both are working perfectly data access rate is exceptional for movies system both stores and overrides data very easily,5.0
no hassleshave not had any issues works as intended i would recommend this and the price was just right so if you buy a tablet that supports 32gb just get one or two,5.0
perfect for samsung galaxy s4 note 2 asus tf101before using i strongly suggest to format the card it only takes seconds with the sandisk i am able to transfer my images from the phone to the other phone or the tablet with no issuesmy old microsd was from pny when i purchased the phone they were giving the microsd card for free however it was only 2gb card i figured that it was time to upgrade since i only had about 20mb left of space on the card and the phone space was full due to pictures i spend several hours doing research for a good microsd card after reading couple articles online i found that all of my devices work great with microsdhcthere are a lot of choices to pick from on amazon however i was debating between sandisk transcend and samsung i started to read samsung microsd card reviews and the first reviews were from 2012 which were 1 star at least most of them due to the card not being a class 10 then i looked at the transcend card and the reviews were good but i was not so sure about the performance testso the third one i looked at was sandisk and it appears to be the best choice for my devices just because it had so many reviews i read a lot of reviews about this sd card and i was convinced to buy iti have downloaded sandisk memory zone for all of my devices the application provides more management functionality for complete control it allows to manage local and cloud memory meaning you can move files from your phone to box dropbox google docs picasa sugarsync skydrive or from the cloud storage to the phone the application allows to secure files with a password,5.0
great memory cardi use this card in smasung galaxy s4 active and before that i used it in my samsung galaxy note 2 it has always worked flawlessly and never given me a single problem i use the card to copy movies to it playback is always smooth i mostly play high definition movie rips these require a lot of processing power and data transfer from the card it has always done great i will continue to buy this card i have one in my macbook air for backups again no problems damon,5.0
excellent qualityout of the three different brands of micro sd cards the sandisk is the only one that is still with me the other two just quit working i have bought several more of these cards and have had no problem except i wished i would have bought ones with more memory excellent product,5.0
great memoryi got this to add more memory to my htc evo lte phone it works perfectly is very fast on both reads and writes and at 32gb provides a lot of additional storage on top of the 8gb in the phone i recommend this specific card for any android phone sorry apple users no expansion slot for you,5.0
good sd card and a great priceperfect for my ss galaxy note and a great price too i recommend this sd card for all your storage needs,4.0
works as advertisedi purchased this for additional memory for a smartphone and so far so good i have not had a problem with this memory card,5.0
works greati several of these 64gb cards in my gopro 3 black and my canon t3i works great in both without any issues transfer speeds are lightning quick as well,5.0
good sdgood 32 gb sd card i bought it to upgrade memory stotage on my cell it works on my samsung s3 also comes with adapter,5.0
great sd cardi use this with a 1080p video camera and it performs very well it does not have any issue keeping up and the transfer rates when interfacing with a computer are high,5.0
works perfect as expectednothing much to say here works great and i have not lost a single picture or video saved on here so far readwrite speeds are excellent i have been using this for a few months on my samsung galaxy s4 and i have no complaints,5.0
so far so goodso far its working fine i have read some negative reviews on it giving up on one but nothing yet so good buy,5.0
works in gopro hero 2the gopro seems a bit finicky about card speeds since the last firmware upgrade i applied the cards i have been using for quite a long time started causing it to randomly report errors and stop recording i got a couple of these sandisk cards and i have got the hero powered via the usb port so i can fill the cards repeatedly without running out of battery no errors reported so far and i have completely filled one card twice and the other three timesi have not always had the best luck with sandisk but these are working well so far fingers crossed that they last a while i use the camera to record offroad and brisk dualsport rides,3.0
five starsworking good,5.0
64gb micro sdxcworks great better than i thought if you cave a surface tablet i truly recommend it it will work straight away,5.0
could not ask for morei could not ask for anything better i use it in my gopro hero 3 records a lot of video and holds a lot of pics,5.0
it is hard to tell one from anotheri cannot measure speed and do not know how you judge these things but i do based on experience trust sandisk and rely on them for giving me a hard drive which is what this is that will last a long while and be reliable,5.0
excellentits good i liked it works perfectly with my minidrive but it is kind of slow sometimes it does not reach the promised 10mbs,4.0
everything was great until it just stopped working a little over a month after i got itgot this product and it was fine until it just stopped workingthe last one i had that came with my droid x on release day worked for the whole time since i got it without a hitchi get this one and it is dead in less than 60 daysi do not know if i got a lemon myself or the whole supply is bad or faulty all i have to say is i am very displeased,1.0
works greatthe speed is great i use it in my galaxy tab 3 and had a bunch of hd movies on it and i can watch movies on my tablet flawlessly does what it says,5.0
gooda very good product and very useful for my smart phone adapter works finerecomended for all th smart phones that can expand to 64 gb,5.0
great sd cardi bought this for my galaxy s4 to expand its storage capacity and it has worked great fast transfer speeds as well,5.0
top micro sdhc cardthis card is great it is really fast compared to common cards even from sandisk kingston and so onif you need to copy files to your card in the shortest time then this is the right oneits reliable never missed a photo or music file5 stars well deserved,5.0
great add on to my electronic navigation devicei got this for my handheld global positioning system it stores data not already stored in the main memory,5.0
fastthis microsd card was as described by others and sandisk themselves very fast transfers and awesome price for it got it for my samsung galaxy s3 and love it,5.0
great sd card best pricebest amount of space for the price and a quality product that works without defectives using this with my galaxy 3 4 currently note i,5.0
good until it becomes defectivewith all the great reviews on this card i picked this up for my samsung galaxy s i popped in the card and i was happy taking pictures saving files and living lifefast forward two months later and all of a sudden the card stops functioning my phone would not read it any more my computer would not read it either submitted a ticket to sandisk hopefully i can get a replacement that actually worksthank goodness i saved all my photos on dropbox,1.0
worked like a charmjust what i needed to load video files on my moto xoom good capacity inexpensive pricing worked like a charm,5.0
excellent product does everything i need it to and morei love this product i would recommend this product to anyone i gave it 5 out of 5 stars because it does everything i need it to plus more,5.0
great large capacity cardas soon as i saw that this card was announced on the various tech sites out there i knew that i had to buy one i went to amazon and picked one up for 120 this is a steep price compared to 64gb cards but this is the largest capacity commercially available and i do not want to be swapping out micro sd cards that is just so inconvenient i did various speed tests on this card and can confirm that you can get 30mbs read speed fastest i saw was a little over 40mbs write speed varied greatly and seemed to decrease the larger the file got minimum write speed i saw was just under 10 mbs i use this on my samsung galaxy note 3 and have not have any issues with it,5.0
for camera use and phone usei have 2phone for over a year and no problemsuse with adapter in camera and laptop for 45 months without any troublewill continue to use sandisk,5.0
great carduse this card for my slr works fantastic and allows me to use burst mode to its full capacity 10fps i tried it in my samsung mp3 player and it works but randomly shows no data and needs a reboot to fix in all fairness it could be the device or software so i cannot deduct a star for that,5.0
working greati bought two of these for my laptop and my camera and they are working great so far good speed 100 happy with this purchase,5.0
super fast microsd card at an excellent priceworks perfectly in my verizon wireless samsung galaxy note 2 just popped it in and a way it went no need to format and now i have plenty of room for my videos photos and movies,5.0
worked flawlesslybut then again i expect nothing less most of my compact flash and sd cards are sandisk brand and have been extremely reliable,5.0
buena calidad y suficiente capacidad good quality and sufficient capacityes una reconocida marca y la calidad de sus productos tambieand lo son la velocidad para camares de alta definicioand es muy recomendadait is a recognized brand and quality of their products are too the speed for high definition camares is highly recommended,5.0
very high quality product very fasti use this card in my tablet no problems very fast excellent product and very highly recommendit was just what i needed for my tablet just the right amount of memory and the right price,5.0
great productone of the best memory card out there will look forward to purchasing items again will get the 64 next,5.0
damaged card but may not be sellers faultbought this card for my galaxy s4 and after installing it and loading my music the card was randomly ejecting itself after like the 3rd ejection of the morning the phone reported that the card needed to be reformatted because it was damaged so i reformatted the random sdcard ejection and damaged card kept coming up after googling i read that the galaxy series phones are known to have compatibility issues with sandisk cards and its a hit or miss some phones have no issues i have replaced this card already which amazon shipped me a 2nd card within a few days but the same problems arise not sure if i should switch to a different brand but this card is definitely useless to me for the time being maybe i can give it away to a friend who does not have an s4,2.0
good sd card for note 2good sd card does its good job i purchased mine the 64gb for my note 2 highly recommend it try it,5.0
great buy especially when on salei got it when it was on sale 66 off list price and already it has paid for itself i am glad to be able to have more memory for my tablet and am very happy that it comes with and sd card adaptor so that i can transfer pictures straight from my camera to my table,5.0
works in my transformeri like this because it works in my transformer tablet and supplies me with plenty of space to play watch or listen to what i want,5.0
great option for macbook airs when paired with a flushmount sd adpatorwhen the wifes macbook air ssd got full i dropped in one of these with a nearflush mount sd adaptor also via amazon and set it up as a second drive for her itunes collection now she is got plenty of room for pics of the kid,5.0
just right for my galaxy note 80 tabletif you are going to add more storage to you android tablet this is the one for you i recommend this ssd card,5.0
works great in my samsung brightside cell phonegreat for pictures and music came in a very secure package and a lot of storage for my files reasonably priced also,5.0
does the joblove having the extra storage this card gives me the transfer speed to the card is slower than i would like but it plays back hd video without a hiccup,4.0
exactly what i wantedgot it at a great price and it worked great was a little upset with the tiny size of the packaging as i almost didnt even see it on my step it arrived in a 14 thick cardboard envelope that was about 3 by 2,4.0
it does what it is supposed to doit came in a reasonable amount of time and was exactly as i ordered no pretty lights and no stunning sound just a reliable memory card that worked and has not failed,5.0
32gb memory cardhas 32gb of storage does what it is suppose to do and works perfectly fine in my verizon galaxy s4,5.0
ease of useout of its storage and into my new phone recognized formatted and and available in less than a minute simple,5.0
it is what it isit arrived in a timely manner and does what it is supposed to do it is not pretty and cute but it serves its purpose,5.0
good for the 32 gb sd card works well and the price was reasonable very happy with purchase so far worth a try,5.0
great product at great pricei was in need this item and could not find it at local store impressed me after i received it it worked like a champ and able to store so many things in this card,5.0
great upgrade to my samsung galaxy iiwasnt sure 64 gigs would work on my galaxy s2it does work and i am very pleaseddoes the job,5.0
greatawesome product it was worth if of buying it is cheap and have a lot of memory not to mention the fast processing,5.0
zomg 64gbthis sd card is everything that is statedblazing fast and huge storageit had so much space when i first staryed taking pictures and videos the phone did not even show what the limit was it basically had no limit on how many pictures or video space was the max,5.0
perfect for galaxy s3product sandisk ultra 64 gb microsdxc class 10 uhs1 memory card 30mbs with adapter sdsdqu064gaffparating 55 excellentpeople buy microsd cards with 4 primary criteria in mind 1 storage capacity 2 price 3 reliabilitycompatibilityavailability and 4 speed when i bought the u64 back in feb 2013 not long after its release it was the largest and fastest microsd available at the time and it weighed in at a good price and backed up by sandisk reputationfor me and my galaxy s3 schi535 currently with android 43 this card has been a delightful slam dunk on all four counts i was reminded of this today when i slammed 30gb of mp3s from my pc onto my s3s card the card handled the massive data dump with grace and aplomb and i am now able to use my phone to wirelessly stream my entire music library to my new bluetoothcompatible bookshelf stereocolor me very satisfied,5.0
just what i neededwhat can i say about it works as promised and just what i needed for my new cell phone what more do you need,5.0
using it in my s4love it had no problems i have no snags or hiccups when trying to access any data or writing data on my phone,5.0
does what it shouldhave had no problems with it access times are actually a bit slower then in phone memory but read is pretty good,5.0
started freezing rebooting my devices after 12 mouthsive had the item 12 months i have always had minor problems it just recently started freezing and rebooting my devices 2 gs3s currently s4 sandisk is sending me a new one,3.0
does what it is supposed to dothis card is exactly what it seems to be it is large it is fast and it is priced well not much more you could ask for,5.0
works like it shouldi put this in my horsepower envy x2 to extend storage stays inside unit all the time works as a hard drive it works as advertised,5.0
bad producti still own it but card went bad after 2 weeks of owning it lost tons of music and data ect and lost all faith in sandisk products i tried to get it replaced or money back but no return email from seller so unhappy i lost over 20gigs of moviesmusic and data wish there would have been a reply from seller or amazon but i still have a dead sdcard with all my files stuck on it,1.0
excellent large 64 gb high performance microsd cardsi purchased two of these microsdxc cards when they were on sale around black friday and have been using them now for just about two months they work wonderfully and i have had absolutely no problems with either these sandisk memory cards are 64 gb microsdxc class 10 uhs1 cards which are rated for transfer speeds up to 30mbsecthe uhs class 1 designation is intended as an performance measure that indicates the card is capable of supporting realtime full hd video recording of course this only works if you are using a device which is capable of writing to the card at those speeds but most modern devices that offer full hd recording such as camcorders digital slr cameras and cell phones with built in full hd recording do support this standard the benefit of using a uhs1 card on a uhs certified device is that you should not encounter the problem of buffering or your device stopping recording because it could not write fast enoughhowever because these are extra high capacity sdxc cards you will need to make sure that your device can support microsdxc cards and not simply microsd or microsdhc ones the biggest difference is that the microsdxc standard uses the exfat file system rather than the fat32 or ntfs systems while most modern android devices and in fact most linuxunix devices can handle that without difficulty some devices such as older cameras android devices and some windows devices may have difficulty with the formathaving said that i have been using these in nikon d80 d70 digital slr cameras as well as samsung galaxy s3 and galaxy s relay 4g phones without any difficulty and they read write fine on my computers all in all these were a great buy and i am very happy with them,5.0
genuine product from sandiskpackaging very secure product is absolutely legitimate sandisk card297 gb available storagenormal for 32gb card amazon comes through againspeed unknown works fine in all my stuffaddenda 91913 two received and working perfectly the loss of 23 gb32 to 297explained by the data added when formatting the chip seemsto be a legitimate 10 speed very good microsdhc the best,5.0
good itemthis is a quality 64gb micro sd memory card it does what it is supposed to do i would recommend this to any one,5.0
perfecti purchased this for a galaxy tab 101 but did not like it i returned the tablet and accidently left the memory card in it so this is the second one i have purchased it is now in use in an asus t10 tabletnotebook and i am entirely satisfied,5.0
lots of storage fast speedi bought this card because my 32gb sandisk ultra stopped working in my galaxy s3 i tried formatting the card but it did not work when this card showed up i read the warranty information and the ultra series has a lifetime warranty i emailed the company and they sent me a shipping label to return the card and my new on is on the way i highly recommend these cards,5.0
exceeded what the other reviewers are claimingi found the write bandwidth of this card is 15mbsec when transferring a steady stream dozens of gigabytes the included full sized sdcard adapter appears to be slightly faster than my usb adapter i tested by piping devurandom through pv onto the card read bandwidth appears to be 181 mbsec,5.0
perfectas expected sandisk delivered again with this card very fast transfers and a lot of data to use up bought it for a galaxy s 3 and it works great,5.0
great for go pro and samsung tableti love the 64gb capacity and it is compatible with my devices i have one in go pro hero3 and one in a samsung galaxy 7 tablet,5.0
used in my samsung galaxy i must be taped in though no issues at alli have this card in my samsung galaxy it has been in there now for about 8 months with no issuesokay it had one issue but that was the phone design itself it would unmount if the phone was moved around roughly it seems to pop out very easy in the samsung galaxy phones so i solved the problem by putting some electrical tape on it to hold it in so far after 8 months it has not unmountedit will give you an ungodly amount of storage on this phone if your wondering if your samsung phone will take this card it will with no issues it shows a total of 596 gb of available space once installed a must have since most phones come with 8 gb of internal memory nowadays,5.0
great size and space for the moneybought for gopro hero3 slips in works great keeps up with camera awesome and cheap great for smartphones as well,5.0
fastvery fast very big just wish it were a bit less cash so i could buy more for my other storage needs,4.0
does not work in my s2 skyrocket but works in my does not work in my s2 skyrocket but works in my xoom odd but i have to suffer with it seems about the same as my class 4 will not get sandisk again unless its tons cheaper 1 was stolen by some tweakers which sucks,3.0
works for my applicationbought both this and a similar transcend premium 300x 32 gb microsdhc class 10 uhs for a couple of g1wh dash cams both work well with the cameras the key is you need cards compliant with uhs 1 or better look for the you with a 1 or a 3 inside it on the card for these cameras the transcend is rated slightly faster but the cameras seem to like either equally well when i purchased this transcend and the sandisk were within pennies of each other so aside from slight price and speed differences there is not much to recommend one over the other and so long as you get at least a uhs 1 card the same can be said for other manufacturers such as gskill kingston or others,5.0
does what i wantbought this to add memory to my phone no problems installing and it works great do not know if i could ask for anything more,5.0
had issues with galaxy s3 finally crapped out completelygave it 4 stars because i do not know if the problem is the card or the phone i have an intermittant problem where the phone stops recognizing it but it is fast and holds a lot i would recommend itupdate had intermittant issues with my phone galaxy s3 finally gave up the ghost completely computer would not recognize it at all i do not think i had any important data on it i would take it up with sandisk as another reviewer indicated that they replaced his over issues in his phone but my computer cannot even recognize it to wipe it so i am not sending it anywhere,3.0
great space for a great pricebought it when the price was low excellent value good transfer speeds and worked on my phone camera and other devices as well,5.0
great cardi use these for local backup i have 2 for redundancy i have had no problems on any of my systems,5.0
ultra 64 gig micro diskadded it to my samsung note ll and now i have 80 gigs of storage i have everything in there that was on my other phone and i have only used 5 of my capacity,5.0
great card great pricegreat card great pricecannot really beat sandisk the brand has never let me down and is well built i use this on a mobius action camera and it works wonders it also has worked well on my gopro hero3 silver,5.0
gopro hero3 seems happy 1st rate value if quick initial test with multiple settings from 30p 1080 to 4k 15p recordings successfulhave not done long recording field use in warm locations yet,5.0
i love this sd card for the pricevery fast sd card i really use it for emulators on the nvidia shield and it does the job right i have no complaints everything is in order and i would recommend,5.0
maximum sdhc storage capacity coupled with sandisks reliability and speedi bought this card because i have several devices that use microsd cards but not all of them are compatible with the newer and highercapacity sdxc standard for sdhc memory cards 32gb is the largest size available under that technology standard so i went with this one from sandisk that way i did not have to worry about compatibility issues with any of my devices i have used sandisk memory products for a number of years along with many other brands and i have always had good results from them i am happy to say that my experience with this card echoes that of 50 other amazon users it is been rock steady reliable with larger file transfers several 2gb movies at a time and performed as quickly as i would hoped for a class 10 card in regards to its readwrite timesaside from the existing reviews and my previous experiences with sandisk products i also picked up this particular card due to its uhs1 compliance i do not currently have any uhs1 devices that can take advantage of the increased speed but for the negligible cost difference it just made sense standards and technology update so fast these days any futureproofing a product can provide to extend its usable life is always appreciated,5.0
bought for my new samsung tracfoneworks perfectly in my 738 samsung phone is only usb 2 so i do not know if you really need such a fast mem chip can get a lot of stuff into 32 gb i use for movies for when i am on the train and do not want to waste my data streaming from the cloud,5.0
great little diski got this for my galaxy note 3 as it accepts add on storage works perfectly and i use it to store all my music and files so i dont junk up the phones memory,4.0
htc evo 3d had to step it upneeded more room on the phone and i picked this card up popped it in and let the phone format it works just fine specs say that this phone max out with 32 gb card but that is just not true really glad i got this card it is fast so when i am taking photos in burst mode it moves every one not missing out on photos due to a slow card,5.0
perfect as alwayssandisk is a good brand for me and this just worked cant really ask much more of it than that,5.0
problems formatting fault of my pci had problems using the chip in the reader built into my laptop it seemed to only want to format up to 32gb when i plugged it into my phone i could format at 64 gb but then the laptop reader saw it as empty when i used a usb reader then the laptop could read it just finei was able to copy the 4gb of data from my old microsd to this chip and have not had any problems with it yet,5.0
it is what it isso far so good boosts my table storage big time now i can keep all my pics and music with me all the time price and promptness was awesome,5.0
work well once reformattedi use this in my camera and it worked initially but would periodically have it create a bad image file and none of the pictures i took further in that session would remain i went to the camera options reformatted the card and it is worked perfect ever since so far with over 10 pictures,5.0
unbelievably slowthis is called class 10 so i ordered it figuring it would have useable speed i plugged it in to copy about 9gb of program installation files i was totally dumbfounded that it took about 3 hours to copy those files onto this ultra class 10 sdxc card 9gb on my superslow supercheap plastic schoolkid usb thumb drive takes less than 10 minutes so then i tested it on various known computers with typical raw and jpg picture files read speeds ranged from 1525mbs while write speeds ranged from 48mbsec for big files and below 1mbsec for small files this is what i would call largely unusable very disappointing,2.0
great cardthis memory card is exactly as advertised being class 10 it is nice and fast this card has been in heavy use in my gpsr since i bought it and i have had no issues with it,4.0
disappointedi was very excited to add this memory card to my g2 and finally not have to worry about used up memory anymore this was short lived however as maybe a few months had passed when the memory card refused to write anymore data i tried formatting it never could wipe it using it in a thumb drive reader kwpould not delete data all to no avail luckily the data i had on it was still salvageable,2.0
greathey it is memory everybody needs it and you can never have enoughand as i am always losing my memory i have to keep plenty on hand and stashed away for a rainy day,5.0
using for gopro hero 3i bought this for my gopro camera and it works amazingly no more lag and space for 15h of recording in the high ress quality not 4k if you have a gopro and need a memory card use this one,5.0
works great in my dell venue 8 proi needed more space for media on my venue and this card works perfectly reads and writes very fast and holds lots of movies to watch when travelling,5.0
works great and no speed issuesgot it on time in a simple but secure packaging inserted it and worked without issues comes in a clear plastic case with an sd adapter the is the typical sd case sizethe sale price of 16 and change was great as welove it,5.0
good capacityit is a good capacity but the speed is slow that is almost 10mbut it is acceptable to me i like it,4.0
awesomeput most of my music and many movies on it and tons of room for more awesome and well priced at the time of my purchase anyhow,5.0
